timestamp,gpu_util,memory_used_mb,memory_total_mb
0.032077,97.0,45784.0,49140.0
0.232941,21.0,46046.9375,49140.0
0.433797,100.0,46046.9375,49140.0
0.634657,100.0,46046.9375,49140.0
0.835423,100.0,46046.9375,49140.0
1.036254,100.0,46046.9375,49140.0
1.237132,100.0,46046.9375,49140.0
1.437831,100.0,46046.9375,49140.0
1.638659,100.0,46046.9375,49140.0
1.839412,100.0,46046.9375,49140.0
2.040322,100.0,46046.9375,49140.0
2.241212,100.0,46046.9375,49140.0
2.442072,100.0,46046.9375,49140.0
2.642748,100.0,46046.9375,49140.0
2.843457,100.0,46046.9375,49140.0
3.044464,100.0,46046.9375,49140.0
3.24563,100.0,46046.9375,49140.0
3.446929,100.0,46046.9375,49140.0
3.64815,100.0,46046.9375,49140.0
3.84915,100.0,46046.9375,49140.0
4.050212,100.0,46046.9375,49140.0
4.251127,100.0,46046.9375,49140.0
4.451829,100.0,46046.9375,49140.0
4.652674,100.0,46046.9375,49140.0
4.853579,100.0,46046.9375,49140.0
5.054471,100.0,46046.9375,49140.0
5.255253,100.0,46046.9375,49140.0
5.456162,100.0,46046.9375,49140.0
5.656981,100.0,46046.9375,49140.0
5.857732,100.0,46046.9375,49140.0
6.058649,100.0,46046.9375,49140.0
6.259543,100.0,46046.9375,49140.0
6.460339,100.0,46046.9375,49140.0
6.661072,100.0,46046.9375,49140.0
6.861872,100.0,46046.9375,49140.0
7.06267,100.0,46046.9375,49140.0
7.263713,100.0,46046.9375,49140.0
7.464703,100.0,46046.9375,49140.0
7.665758,100.0,46046.9375,49140.0
7.866809,100.0,46046.9375,49140.0
8.06791,100.0,46046.9375,49140.0
8.268837,100.0,46046.9375,49140.0
8.469901,100.0,46046.9375,49140.0
8.670499,100.0,46046.9375,49140.0
8.871308,100.0,46046.9375,49140.0
9.071943,100.0,46046.9375,49140.0
9.272529,100.0,46046.9375,49140.0
9.473104,100.0,46046.9375,49140.0
9.674011,100.0,46046.9375,49140.0
9.874924,100.0,46046.9375,49140.0
10.075787,100.0,46046.9375,49140.0
10.276661,100.0,46046.9375,49140.0
10.477355,100.0,46046.9375,49140.0
10.677998,100.0,46046.9375,49140.0
10.878924,100.0,46046.9375,49140.0
11.079637,100.0,46046.9375,49140.0
11.280501,100.0,46046.9375,49140.0
11.481209,100.0,46046.9375,49140.0
11.682092,100.0,46046.9375,49140.0
11.882847,100.0,46046.9375,49140.0
12.083718,100.0,46046.9375,49140.0
12.284783,100.0,46046.9375,49140.0
12.485695,100.0,46046.9375,49140.0
12.686566,100.0,46046.9375,49140.0
12.88718,100.0,46046.9375,49140.0
13.087771,100.0,46046.9375,49140.0
13.288541,100.0,46046.9375,49140.0
13.489409,100.0,46046.9375,49140.0
13.69022,100.0,46046.9375,49140.0
13.891023,100.0,46046.9375,49140.0
14.091707,100.0,46046.9375,49140.0
14.292454,100.0,46046.9375,49140.0
14.493317,100.0,46046.9375,49140.0
14.694075,100.0,46046.9375,49140.0
14.894773,100.0,46046.9375,49140.0
15.095387,100.0,46046.9375,49140.0
15.29602,100.0,46046.9375,49140.0
15.496763,100.0,46046.9375,49140.0
15.697572,100.0,46046.9375,49140.0
15.898263,100.0,46046.9375,49140.0
16.099018,100.0,46046.9375,49140.0
16.300123,100.0,46046.9375,49140.0
16.50126,100.0,46046.9375,49140.0
16.702425,100.0,46046.9375,49140.0
16.903493,100.0,46046.9375,49140.0
17.104473,100.0,46046.9375,49140.0
17.305352,100.0,46046.9375,49140.0
17.506101,100.0,46046.9375,49140.0
17.707147,100.0,46046.9375,49140.0
17.908187,100.0,46046.9375,49140.0
18.108867,100.0,46046.9375,49140.0
18.309617,100.0,46046.9375,49140.0
18.510302,100.0,46046.9375,49140.0
18.711153,100.0,46046.9375,49140.0
18.911862,100.0,46046.9375,49140.0
19.112699,100.0,46046.9375,49140.0
19.31368,100.0,46046.9375,49140.0
19.514577,100.0,46046.9375,49140.0
19.715633,100.0,46046.9375,49140.0
19.91656,100.0,46046.9375,49140.0
20.117382,100.0,46046.9375,49140.0
20.318282,100.0,46046.9375,49140.0
20.519347,100.0,46046.9375,49140.0
20.72059,100.0,46046.9375,49140.0
20.921837,100.0,46046.9375,49140.0
21.122958,100.0,46046.9375,49140.0
21.324111,100.0,46046.9375,49140.0
21.524991,100.0,46046.9375,49140.0
21.725717,100.0,46046.9375,49140.0
21.926602,100.0,46046.9375,49140.0
22.127423,100.0,46046.9375,49140.0
22.328269,100.0,46046.9375,49140.0
22.529126,100.0,46046.9375,49140.0
22.730047,100.0,46046.9375,49140.0
22.930823,100.0,46046.9375,49140.0
23.131763,100.0,46046.9375,49140.0
23.33268,100.0,46046.9375,49140.0
23.533581,100.0,46046.9375,49140.0
23.734295,100.0,46046.9375,49140.0
23.935203,100.0,46046.9375,49140.0
24.136033,100.0,46046.9375,49140.0
24.336832,100.0,46046.9375,49140.0
24.537871,100.0,46046.9375,49140.0
24.739198,100.0,46046.9375,49140.0
24.940254,100.0,46046.9375,49140.0
25.141267,100.0,46046.9375,49140.0
25.341952,100.0,46046.9375,49140.0
25.543059,100.0,46046.9375,49140.0
25.743738,100.0,46046.9375,49140.0
25.94439,100.0,46046.9375,49140.0
26.145131,100.0,46046.9375,49140.0
26.346037,100.0,46046.9375,49140.0
26.546934,100.0,46046.9375,49140.0
26.747801,100.0,46046.9375,49140.0
26.948716,100.0,46046.9375,49140.0
27.149673,100.0,46046.9375,49140.0
27.350591,100.0,46046.9375,49140.0
27.551452,100.0,46046.9375,49140.0
27.752305,100.0,46046.9375,49140.0
27.953092,100.0,46046.9375,49140.0
28.15397,100.0,46046.9375,49140.0
28.354798,100.0,46046.9375,49140.0
28.555668,100.0,46046.9375,49140.0
28.756846,100.0,46046.9375,49140.0
28.957983,100.0,46046.9375,49140.0
29.158988,100.0,46046.9375,49140.0
