timestamp,gpu_util,memory_used_mb,memory_total_mb
0.037176,100.0,45416.0,49140.0
0.237982,71.0,46126.9375,49140.0
0.438955,36.0,46126.9375,49140.0
0.639752,100.0,46126.9375,49140.0
0.841037,100.0,46126.9375,49140.0
1.042011,100.0,46126.9375,49140.0
1.243187,100.0,46126.9375,49140.0
1.447288,100.0,46126.9375,49140.0
1.648188,100.0,46126.9375,49140.0
1.849266,100.0,46126.9375,49140.0
2.050153,100.0,46126.9375,49140.0
2.250981,100.0,46126.9375,49140.0
2.45177,100.0,46126.9375,49140.0
2.652616,100.0,46126.9375,49140.0
2.853424,100.0,46126.9375,49140.0
3.054172,100.0,46126.9375,49140.0
3.255064,100.0,46126.9375,49140.0
3.455971,100.0,46126.9375,49140.0
3.656783,100.0,46126.9375,49140.0
3.857496,100.0,46126.9375,49140.0
4.058203,100.0,46126.9375,49140.0
4.258879,100.0,46126.9375,49140.0
4.459752,100.0,46126.9375,49140.0
4.660552,100.0,46126.9375,49140.0
4.861425,100.0,46126.9375,49140.0
5.062379,100.0,46126.9375,49140.0
5.263423,100.0,46126.9375,49140.0
5.464579,100.0,46126.9375,49140.0
5.665551,100.0,46126.9375,49140.0
5.86652,100.0,46126.9375,49140.0
6.067791,100.0,46126.9375,49140.0
6.268984,100.0,46126.9375,49140.0
6.469927,100.0,46126.9375,49140.0
6.670781,100.0,46126.9375,49140.0
6.871622,100.0,46126.9375,49140.0
7.072506,100.0,46126.9375,49140.0
7.273447,100.0,46126.9375,49140.0
7.474331,100.0,46126.9375,49140.0
7.675181,100.0,46126.9375,49140.0
7.876024,100.0,46126.9375,49140.0
8.07688,100.0,46126.9375,49140.0
8.27773,100.0,46126.9375,49140.0
8.478508,100.0,46126.9375,49140.0
8.679377,100.0,46126.9375,49140.0
8.88016,100.0,46126.9375,49140.0
9.081143,100.0,46126.9375,49140.0
9.282036,100.0,46126.9375,49140.0
9.48314,100.0,46126.9375,49140.0
9.684049,100.0,46126.9375,49140.0
9.88498,100.0,46126.9375,49140.0
10.085992,100.0,46126.9375,49140.0
10.286604,100.0,46126.9375,49140.0
10.487288,100.0,46126.9375,49140.0
10.688255,100.0,46126.9375,49140.0
10.888998,100.0,46126.9375,49140.0
11.090004,100.0,46126.9375,49140.0
11.290909,100.0,46126.9375,49140.0
11.491737,100.0,46126.9375,49140.0
11.692619,100.0,46126.9375,49140.0
11.893442,100.0,46126.9375,49140.0
12.094167,100.0,46126.9375,49140.0
12.29486,100.0,46126.9375,49140.0
12.495558,100.0,46126.9375,49140.0
12.696293,100.0,46126.9375,49140.0
12.897163,100.0,46126.9375,49140.0
13.097975,100.0,46126.9375,49140.0
13.299074,100.0,46126.9375,49140.0
13.500086,100.0,46126.9375,49140.0
13.701324,100.0,46126.9375,49140.0
13.902269,100.0,46126.9375,49140.0
14.103413,100.0,46126.9375,49140.0
14.304502,100.0,46126.9375,49140.0
14.505332,100.0,46126.9375,49140.0
14.706066,100.0,46126.9375,49140.0
14.906779,100.0,46126.9375,49140.0
15.107658,100.0,46126.9375,49140.0
15.308465,100.0,46126.9375,49140.0
15.509289,100.0,46126.9375,49140.0
15.709983,100.0,46126.9375,49140.0
15.910757,100.0,46126.9375,49140.0
16.111397,100.0,46126.9375,49140.0
16.312033,100.0,46126.9375,49140.0
16.512627,100.0,46126.9375,49140.0
16.713282,100.0,46126.9375,49140.0
16.913904,100.0,46126.9375,49140.0
17.114653,100.0,46126.9375,49140.0
17.315421,100.0,46126.9375,49140.0
17.516119,100.0,46126.9375,49140.0
17.724574,100.0,46126.9375,49140.0
17.92528,100.0,46126.9375,49140.0
18.125991,100.0,46126.9375,49140.0
18.326673,100.0,46126.9375,49140.0
18.527315,100.0,46126.9375,49140.0
18.728138,100.0,46126.9375,49140.0
18.928907,100.0,46126.9375,49140.0
19.129657,100.0,46126.9375,49140.0
19.330503,100.0,46126.9375,49140.0
19.531283,100.0,46126.9375,49140.0
19.732071,100.0,46126.9375,49140.0
19.933041,100.0,46126.9375,49140.0
20.141364,100.0,46126.9375,49140.0
20.342278,100.0,46126.9375,49140.0
20.543355,100.0,46126.9375,49140.0
20.743999,100.0,46126.9375,49140.0
20.944807,100.0,46126.9375,49140.0
21.145576,100.0,46126.9375,49140.0
21.346456,100.0,46126.9375,49140.0
21.547432,100.0,46126.9375,49140.0
21.748327,100.0,46126.9375,49140.0
21.949359,100.0,46126.9375,49140.0
22.150239,100.0,46126.9375,49140.0
22.351134,100.0,46126.9375,49140.0
22.551807,100.0,46126.9375,49140.0
22.752313,100.0,46126.9375,49140.0
22.952918,100.0,46126.9375,49140.0
23.153491,100.0,46126.9375,49140.0
23.35407,100.0,46126.9375,49140.0
23.554733,100.0,46126.9375,49140.0
23.761554,100.0,46126.9375,49140.0
23.962436,100.0,46126.9375,49140.0
24.163377,100.0,46126.9375,49140.0
24.364089,100.0,46126.9375,49140.0
24.564646,100.0,46126.9375,49140.0
24.76522,100.0,46126.9375,49140.0
24.96605,100.0,46126.9375,49140.0
25.166918,100.0,46126.9375,49140.0
25.367794,100.0,46126.9375,49140.0
25.568459,100.0,46126.9375,49140.0
25.769266,100.0,46126.9375,49140.0
25.97022,100.0,46126.9375,49140.0
26.171069,100.0,46126.9375,49140.0
26.371975,100.0,46126.9375,49140.0
26.572787,100.0,46126.9375,49140.0
26.773575,100.0,46126.9375,49140.0
26.974463,100.0,46126.9375,49140.0
27.175489,100.0,46126.9375,49140.0
27.376529,100.0,46126.9375,49140.0
27.577445,100.0,46126.9375,49140.0
27.778343,100.0,46126.9375,49140.0
27.979173,100.0,46126.9375,49140.0
28.180035,100.0,46126.9375,49140.0
28.381019,100.0,46126.9375,49140.0
28.581856,100.0,46126.9375,49140.0
28.782525,100.0,46126.9375,49140.0
28.983119,100.0,46126.9375,49140.0
29.183673,100.0,46126.9375,49140.0
29.384227,100.0,46126.9375,49140.0
29.584914,100.0,46126.9375,49140.0
29.78557,100.0,46126.9375,49140.0
29.986144,100.0,46126.9375,49140.0
30.18681,100.0,46126.9375,49140.0
30.387464,100.0,46126.9375,49140.0
30.588247,100.0,46126.9375,49140.0
30.788951,100.0,46126.9375,49140.0
30.989789,100.0,46126.9375,49140.0
31.190697,100.0,46126.9375,49140.0
31.391564,100.0,46126.9375,49140.0
31.592298,100.0,46126.9375,49140.0
31.793439,100.0,46126.9375,49140.0
31.996822,100.0,46126.9375,49140.0
32.200365,100.0,46126.9375,49140.0
32.401056,100.0,46126.9375,49140.0
32.601847,100.0,46126.9375,49140.0
32.802627,100.0,46126.9375,49140.0
33.003437,100.0,46126.9375,49140.0
33.204172,100.0,46126.9375,49140.0
33.404878,100.0,46126.9375,49140.0
33.605592,100.0,46126.9375,49140.0
33.806321,100.0,46126.9375,49140.0
34.007185,100.0,46126.9375,49140.0
34.208005,100.0,46126.9375,49140.0
34.408852,100.0,46126.9375,49140.0
34.609735,100.0,46126.9375,49140.0
34.810553,100.0,46126.9375,49140.0
35.011381,100.0,46126.9375,49140.0
35.212574,100.0,46126.9375,49140.0
35.413694,100.0,46126.9375,49140.0
35.614686,100.0,46126.9375,49140.0
35.815834,100.0,46126.9375,49140.0
36.01674,100.0,46126.9375,49140.0
36.217819,100.0,46126.9375,49140.0
36.418718,100.0,46126.9375,49140.0
36.619584,100.0,46126.9375,49140.0
36.820243,100.0,46126.9375,49140.0
37.020832,100.0,46126.9375,49140.0
37.221526,100.0,46126.9375,49140.0
37.422279,100.0,46126.9375,49140.0
37.623149,100.0,46126.9375,49140.0
37.823949,100.0,46126.9375,49140.0
38.02461,100.0,46126.9375,49140.0
38.225506,100.0,46126.9375,49140.0
38.426161,100.0,46126.9375,49140.0
38.626763,100.0,46126.9375,49140.0
38.827375,100.0,46126.9375,49140.0
39.028509,100.0,46126.9375,49140.0
39.22939,100.0,46126.9375,49140.0
39.430106,100.0,46126.9375,49140.0
39.631178,100.0,46126.9375,49140.0
39.834898,100.0,46126.9375,49140.0
40.035904,100.0,46126.9375,49140.0
40.237014,100.0,46126.9375,49140.0
40.437753,100.0,46126.9375,49140.0
40.638372,100.0,46126.9375,49140.0
40.839143,100.0,46126.9375,49140.0
41.040001,100.0,46126.9375,49140.0
41.245698,100.0,46126.9375,49140.0
41.446416,100.0,46126.9375,49140.0
41.647173,100.0,46126.9375,49140.0
41.847787,100.0,46126.9375,49140.0
42.048574,100.0,46126.9375,49140.0
42.249358,100.0,46126.9375,49140.0
42.450409,100.0,46126.9375,49140.0
42.651435,100.0,46126.9375,49140.0
42.852488,100.0,46126.9375,49140.0
43.053575,100.0,46126.9375,49140.0
43.254673,100.0,46126.9375,49140.0
43.455501,100.0,46126.9375,49140.0
43.656122,100.0,46126.9375,49140.0
43.857024,100.0,46126.9375,49140.0
44.058018,100.0,46126.9375,49140.0
44.258734,100.0,46126.9375,49140.0
44.459403,100.0,46126.9375,49140.0
44.660097,100.0,46126.9375,49140.0
44.860742,100.0,46126.9375,49140.0
45.061587,100.0,46126.9375,49140.0
45.262228,100.0,46126.9375,49140.0
45.462992,100.0,46126.9375,49140.0
45.663817,100.0,46126.9375,49140.0
45.864438,100.0,46126.9375,49140.0
46.065019,100.0,46126.9375,49140.0
46.265528,100.0,46126.9375,49140.0
46.466237,100.0,46126.9375,49140.0
46.667091,100.0,46126.9375,49140.0
46.867736,100.0,46126.9375,49140.0
47.068885,100.0,46126.9375,49140.0
47.269859,100.0,46126.9375,49140.0
47.471034,100.0,46126.9375,49140.0
47.672047,100.0,46126.9375,49140.0
47.87305,100.0,46126.9375,49140.0
48.074176,100.0,46126.9375,49140.0
48.27495,100.0,46126.9375,49140.0
48.475703,100.0,46126.9375,49140.0
48.676462,100.0,46126.9375,49140.0
48.877253,100.0,46126.9375,49140.0
49.077909,100.0,46126.9375,49140.0
49.278508,100.0,46126.9375,49140.0
49.479204,100.0,46126.9375,49140.0
49.679966,100.0,46126.9375,49140.0
49.880883,100.0,46126.9375,49140.0
50.081901,100.0,46126.9375,49140.0
50.282854,100.0,46126.9375,49140.0
50.483665,100.0,46126.9375,49140.0
50.684425,100.0,46126.9375,49140.0
50.8853,100.0,46126.9375,49140.0
51.086131,100.0,46126.9375,49140.0
51.287272,100.0,46126.9375,49140.0
51.488427,100.0,46126.9375,49140.0
51.691193,100.0,46126.9375,49140.0
51.892365,100.0,46126.9375,49140.0
52.093595,100.0,46126.9375,49140.0
52.294369,100.0,46126.9375,49140.0
52.495399,100.0,46126.9375,49140.0
52.696283,100.0,46126.9375,49140.0
52.897036,100.0,46126.9375,49140.0
53.097854,100.0,46126.9375,49140.0
53.298829,100.0,46126.9375,49140.0
53.499853,100.0,46126.9375,49140.0
53.700788,100.0,46126.9375,49140.0
53.901664,100.0,46126.9375,49140.0
54.102534,100.0,46126.9375,49140.0
54.303443,100.0,46126.9375,49140.0
54.504323,100.0,46126.9375,49140.0
54.705211,100.0,46126.9375,49140.0
54.906356,100.0,46126.9375,49140.0
55.1075,100.0,46126.9375,49140.0
55.308715,100.0,46126.9375,49140.0
55.50988,100.0,46126.9375,49140.0
55.710935,100.0,46126.9375,49140.0
55.911788,100.0,46126.9375,49140.0
56.112682,100.0,46126.9375,49140.0
56.313536,100.0,46126.9375,49140.0
56.514539,100.0,46126.9375,49140.0
56.715316,100.0,46126.9375,49140.0
56.91614,100.0,46126.9375,49140.0
57.117025,100.0,46126.9375,49140.0
57.317891,100.0,46126.9375,49140.0
57.518735,100.0,46126.9375,49140.0
57.719726,100.0,46126.9375,49140.0
57.920605,100.0,46126.9375,49140.0
58.12132,100.0,46126.9375,49140.0
58.322241,100.0,46126.9375,49140.0
58.523307,100.0,46126.9375,49140.0
58.724097,100.0,46126.9375,49140.0
58.925383,100.0,46126.9375,49140.0
59.126523,100.0,46126.9375,49140.0
59.327759,100.0,46126.9375,49140.0
59.52891,100.0,46126.9375,49140.0
59.730177,100.0,46126.9375,49140.0
59.93113,100.0,46126.9375,49140.0
60.132008,100.0,46126.9375,49140.0
60.33296,100.0,46126.9375,49140.0
60.533885,100.0,46126.9375,49140.0
60.734738,100.0,46126.9375,49140.0
60.935604,100.0,46126.9375,49140.0
61.136279,100.0,46126.9375,49140.0
61.337063,100.0,46126.9375,49140.0
61.53819,100.0,46126.9375,49140.0
61.738864,100.0,46126.9375,49140.0
61.939552,100.0,46126.9375,49140.0
62.14035,100.0,46126.9375,49140.0
62.341215,100.0,46126.9375,49140.0
62.541836,100.0,46126.9375,49140.0
62.742523,100.0,46126.9375,49140.0
62.943525,100.0,46126.9375,49140.0
63.1447,100.0,46126.9375,49140.0
63.346012,100.0,46126.9375,49140.0
63.547196,100.0,46126.9375,49140.0
63.748463,100.0,46126.9375,49140.0
63.949741,100.0,46126.9375,49140.0
64.150743,100.0,46126.9375,49140.0
64.351781,100.0,46126.9375,49140.0
64.552769,100.0,46126.9375,49140.0
64.753552,100.0,46126.9375,49140.0
64.954402,100.0,46126.9375,49140.0
65.155355,100.0,46126.9375,49140.0
65.356192,100.0,46126.9375,49140.0
65.557061,100.0,46126.9375,49140.0
65.758047,100.0,46126.9375,49140.0
65.95889,100.0,46126.9375,49140.0
66.15968,100.0,46126.9375,49140.0
66.360522,100.0,46126.9375,49140.0
66.561284,100.0,46126.9375,49140.0
66.765951,100.0,46126.9375,49140.0
66.966958,100.0,46126.9375,49140.0
67.171166,100.0,46126.9375,49140.0
67.372079,100.0,46126.9375,49140.0
67.572747,100.0,46126.9375,49140.0
67.773522,100.0,46126.9375,49140.0
67.974389,100.0,46126.9375,49140.0
68.175359,100.0,46126.9375,49140.0
68.377161,100.0,46126.9375,49140.0
68.578086,100.0,46126.9375,49140.0
68.778888,100.0,46126.9375,49140.0
68.979582,100.0,46126.9375,49140.0
69.180432,100.0,46126.9375,49140.0
69.381405,100.0,46126.9375,49140.0
69.582617,100.0,46126.9375,49140.0
69.783915,100.0,46126.9375,49140.0
69.985027,100.0,46126.9375,49140.0
70.18634,100.0,46126.9375,49140.0
70.38744,100.0,46126.9375,49140.0
70.588294,100.0,46126.9375,49140.0
70.790066,100.0,46126.9375,49140.0
70.990801,100.0,46126.9375,49140.0
71.191435,100.0,46126.9375,49140.0
71.392108,100.0,46126.9375,49140.0
71.592645,100.0,46126.9375,49140.0
71.793515,100.0,46126.9375,49140.0
71.994371,100.0,46126.9375,49140.0
72.195185,100.0,46126.9375,49140.0
72.396087,100.0,46126.9375,49140.0
72.596885,100.0,46126.9375,49140.0
72.797746,100.0,46126.9375,49140.0
72.998695,100.0,46126.9375,49140.0
73.199559,100.0,46126.9375,49140.0
73.400764,100.0,46126.9375,49140.0
73.601896,100.0,46126.9375,49140.0
73.804693,100.0,46126.9375,49140.0
74.005383,100.0,46126.9375,49140.0
74.206229,100.0,46126.9375,49140.0
74.40691,100.0,46126.9375,49140.0
74.607475,100.0,46126.9375,49140.0
74.808349,100.0,46126.9375,49140.0
75.010638,100.0,46126.9375,49140.0
75.211448,100.0,46126.9375,49140.0
75.412339,100.0,46126.9375,49140.0
75.613087,100.0,46126.9375,49140.0
75.814209,100.0,46126.9375,49140.0
76.015106,100.0,46126.9375,49140.0
76.215923,100.0,46126.9375,49140.0
76.417096,100.0,46126.9375,49140.0
76.617888,100.0,46126.9375,49140.0
76.818763,100.0,46126.9375,49140.0
77.020319,100.0,46126.9375,49140.0
77.222849,100.0,46126.9375,49140.0
77.423871,100.0,46126.9375,49140.0
77.624727,100.0,46126.9375,49140.0
77.825466,100.0,46126.9375,49140.0
78.026121,100.0,46126.9375,49140.0
78.226891,100.0,46126.9375,49140.0
78.427855,100.0,46126.9375,49140.0
78.628653,100.0,46126.9375,49140.0
78.829353,100.0,46126.9375,49140.0
79.030002,100.0,46126.9375,49140.0
79.230609,100.0,46126.9375,49140.0
79.431292,100.0,46126.9375,49140.0
79.632134,100.0,46126.9375,49140.0
79.832828,100.0,46126.9375,49140.0
80.033506,100.0,46126.9375,49140.0
80.234755,100.0,46126.9375,49140.0
80.435371,100.0,46126.9375,49140.0
80.636041,100.0,46126.9375,49140.0
80.836807,100.0,46126.9375,49140.0
81.037847,100.0,46126.9375,49140.0
81.238923,100.0,46126.9375,49140.0
81.440122,100.0,46126.9375,49140.0
81.64108,100.0,46126.9375,49140.0
81.841992,100.0,46126.9375,49140.0
82.042775,100.0,46126.9375,49140.0
82.243816,100.0,46126.9375,49140.0
82.44458,100.0,46126.9375,49140.0
82.645549,100.0,46126.9375,49140.0
82.846382,100.0,46126.9375,49140.0
83.047291,100.0,46126.9375,49140.0
83.248058,100.0,46126.9375,49140.0
83.448984,100.0,46126.9375,49140.0
83.649748,100.0,46126.9375,49140.0
83.851027,100.0,46126.9375,49140.0
84.051903,100.0,46126.9375,49140.0
84.252817,100.0,46126.9375,49140.0
84.453529,100.0,46126.9375,49140.0
84.654378,100.0,46126.9375,49140.0
84.85509,100.0,46126.9375,49140.0
85.055788,100.0,46126.9375,49140.0
85.256908,100.0,46126.9375,49140.0
85.457966,100.0,46126.9375,49140.0
