timestamp,gpu_util,memory_used_mb,memory_total_mb
0.035992,100.0,44888.0,49140.0
0.236655,47.0,46046.9375,49140.0
0.437253,59.0,46046.9375,49140.0
0.637865,100.0,46046.9375,49140.0
0.838625,100.0,46046.9375,49140.0
1.039361,100.0,46046.9375,49140.0
1.247726,100.0,46046.9375,49140.0
1.448726,100.0,46046.9375,49140.0
1.6496,100.0,46046.9375,49140.0
1.850919,100.0,46046.9375,49140.0
2.052127,100.0,46046.9375,49140.0
2.253037,100.0,46046.9375,49140.0
2.453875,100.0,46046.9375,49140.0
2.654784,100.0,46046.9375,49140.0
2.855577,100.0,46046.9375,49140.0
3.056404,100.0,46046.9375,49140.0
3.257258,100.0,46046.9375,49140.0
3.457925,100.0,46046.9375,49140.0
3.658697,100.0,46046.9375,49140.0
3.859342,100.0,46046.9375,49140.0
4.060095,100.0,46046.9375,49140.0
4.260721,100.0,46046.9375,49140.0
4.461387,100.0,46046.9375,49140.0
4.661998,100.0,46046.9375,49140.0
4.86292,100.0,46046.9375,49140.0
5.064807,100.0,46046.9375,49140.0
5.270742,100.0,46046.9375,49140.0
5.476719,100.0,46046.9375,49140.0
5.67811,100.0,46046.9375,49140.0
5.879091,100.0,46046.9375,49140.0
6.080011,100.0,46046.9375,49140.0
6.280898,100.0,46046.9375,49140.0
6.481728,100.0,46046.9375,49140.0
6.689491,100.0,46046.9375,49140.0
