timestamp,gpu_util,memory_used_mb,memory_total_mb
0.002033,100.0,44888.0,49140.0
0.202738,83.0,46046.9375,49140.0
0.403548,34.0,46046.9375,49140.0
0.604377,100.0,46046.9375,49140.0
0.805104,100.0,46046.9375,49140.0
1.00572,100.0,46046.9375,49140.0
1.206296,100.0,46046.9375,49140.0
1.406985,100.0,46046.9375,49140.0
1.607706,100.0,46046.9375,49140.0
1.808517,100.0,46046.9375,49140.0
2.009254,100.0,46046.9375,49140.0
2.210018,100.0,46046.9375,49140.0
2.41082,100.0,46046.9375,49140.0
2.61146,100.0,46046.9375,49140.0
2.812488,100.0,46046.9375,49140.0
3.013464,100.0,46046.9375,49140.0
3.214446,100.0,46046.9375,49140.0
3.415727,100.0,46046.9375,49140.0
3.618762,100.0,46046.9375,49140.0
3.819977,100.0,46046.9375,49140.0
4.021248,100.0,46046.9375,49140.0
4.222223,100.0,46046.9375,49140.0
4.423097,100.0,46046.9375,49140.0
4.624087,100.0,46046.9375,49140.0
4.825075,100.0,46046.9375,49140.0
5.025948,100.0,46046.9375,49140.0
5.226733,100.0,46046.9375,49140.0
5.431813,100.0,46046.9375,49140.0
5.632599,100.0,46046.9375,49140.0
5.83352,100.0,46046.9375,49140.0
6.03452,100.0,46046.9375,49140.0
6.235545,100.0,46046.9375,49140.0
6.436691,100.0,46046.9375,49140.0
6.637938,100.0,46046.9375,49140.0
6.83921,100.0,46046.9375,49140.0
7.040322,100.0,46046.9375,49140.0
7.241665,100.0,46046.9375,49140.0
7.442502,100.0,46046.9375,49140.0
7.643245,100.0,46046.9375,49140.0
7.843923,100.0,46046.9375,49140.0
8.044761,100.0,46046.9375,49140.0
8.245524,100.0,46046.9375,49140.0
8.446211,100.0,46046.9375,49140.0
8.647067,100.0,46046.9375,49140.0
8.850059,100.0,46046.9375,49140.0
9.050757,100.0,46046.9375,49140.0
9.251623,100.0,46046.9375,49140.0
9.452327,100.0,46046.9375,49140.0
9.653285,100.0,46046.9375,49140.0
9.854253,100.0,46046.9375,49140.0
10.055342,100.0,46046.9375,49140.0
10.256217,100.0,46046.9375,49140.0
10.457116,100.0,46046.9375,49140.0
10.658348,100.0,46046.9375,49140.0
10.860072,100.0,46046.9375,49140.0
11.060753,100.0,46046.9375,49140.0
11.261368,100.0,46046.9375,49140.0
11.462104,100.0,46046.9375,49140.0
11.662816,100.0,46046.9375,49140.0
11.863551,100.0,46046.9375,49140.0
12.064286,100.0,46046.9375,49140.0
12.265214,100.0,46046.9375,49140.0
12.466284,100.0,46046.9375,49140.0
12.667123,100.0,46046.9375,49140.0
12.867982,100.0,46046.9375,49140.0
13.06887,100.0,46046.9375,49140.0
13.269707,100.0,46046.9375,49140.0
13.470429,100.0,46046.9375,49140.0
13.671022,100.0,46046.9375,49140.0
13.871879,100.0,46046.9375,49140.0
14.07288,100.0,46046.9375,49140.0
14.274074,100.0,46046.9375,49140.0
14.479691,100.0,46046.9375,49140.0
14.680633,100.0,46046.9375,49140.0
14.881548,100.0,46046.9375,49140.0
15.082314,100.0,46046.9375,49140.0
15.283144,100.0,46046.9375,49140.0
15.48808,100.0,46046.9375,49140.0
15.688913,100.0,46046.9375,49140.0
15.889799,100.0,46046.9375,49140.0
16.090631,100.0,46046.9375,49140.0
16.291671,100.0,46046.9375,49140.0
16.492748,100.0,46046.9375,49140.0
16.69375,100.0,46046.9375,49140.0
16.894668,100.0,46046.9375,49140.0
17.095716,100.0,46046.9375,49140.0
17.296402,100.0,46046.9375,49140.0
17.497258,100.0,46046.9375,49140.0
17.698156,100.0,46046.9375,49140.0
17.898818,100.0,46046.9375,49140.0
18.099492,100.0,46046.9375,49140.0
18.300228,100.0,46046.9375,49140.0
18.501045,100.0,46046.9375,49140.0
18.701854,100.0,46046.9375,49140.0
18.902682,100.0,46046.9375,49140.0
19.10342,100.0,46046.9375,49140.0
19.304547,100.0,46046.9375,49140.0
19.505438,100.0,46046.9375,49140.0
19.706321,100.0,46046.9375,49140.0
19.912209,100.0,46046.9375,49140.0
20.113257,100.0,46046.9375,49140.0
20.314254,100.0,46046.9375,49140.0
20.515145,100.0,46046.9375,49140.0
20.716133,100.0,46046.9375,49140.0
20.917047,100.0,46046.9375,49140.0
21.117898,100.0,46046.9375,49140.0
21.318583,100.0,46046.9375,49140.0
21.519248,100.0,46046.9375,49140.0
